hhid,round,comment,s12q14,s12q15,s12q1,s12q1b,s12q2,s12q2b,s12q3,s12q4,s12q5,s12q6,s12q6b,s12q7,s12q8,s12q9,s12q9b,s12q10a,s12q10b,s12q11,s12q12,s12q12b,s12q13
4033,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4033,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,8,Yes,Borehole,,Yes
4034,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4034,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,No,Borehole,,Yes
4034,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4034,6,0,,Remained the same,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4035,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4035,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,4,Yes,Borehole,,Yes
4035,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Public tap,,Yes
4035,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4035,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,No
4036,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4037,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4037,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4037,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4037,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4037,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,6,Yes,Borehole,,Yes
4038,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,Yes,Borehole,,Yes
4038,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4038,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,Yes,Borehole,,Yes
4038,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4038,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4039,1,,,,Stone,,Cement,,3,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Borehole,,0,30,Yes,Borehole,,Yes
4039,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,6,Yes,Borehole,,Yes
4039,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4039,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4039,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4040,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4040,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4040,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4040,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4040,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,28,Yes,Borehole,,Yes
4041,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4041,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4041,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4041,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4041,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,24,Yes,Borehole,,Yes
4042,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4042,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,13,Yes,Borehole,,Yes
4042,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4042,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4042,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4043,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4043,3,0,Remained the same,,,,,,,,,,,,,Unprotected spring,,0,2,No,Borehole,,Yes
4043,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4043,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4043,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
4044,1,,,,Stone,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Borehole,,0,30,Yes,Borehole,,Yes
4044,3,0,improved,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Dam,,0,40,No,Borehole,,Yes
4044,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4044,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,25,Yes,Borehole,,Yes
4044,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,Yes,Unprotected well,,No
4045,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,35,Yes,Borehole,,Yes
4045,3,0,improved,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Ventilation improved pit latrine,Dam,,0,20,No,Borehole,,Yes
4045,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4045,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4045,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,Yes,Unprotected well,,No
4046,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,8,30,Yes,Borehole,,Yes
4047,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,10,No,Borehole,,Yes
4048,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Water tanker,,0,10,Yes,Borehole,,Yes
4048,3,0,Remained the same,,,,,,,,,,,,,Water tanker,,10,,No,Water tanker,,No
4048,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,No
4048,5,0,Remained the same,,,,,,,,,,,,,Borehole,,6,,No,Borehole,,Yes
4049,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4049,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,6,No,Borehole,,Yes
4049,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4049,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4050,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4050,3,0,Remained the same,,,,,,,,,,,,,Dam,,3,,No,Borehole,,Yes
4050,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4050,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4050,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4051,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4051,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,12,Yes,Borehole,,Yes
4051,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,No,Borehole,,No
4051,5,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,Yes
4051,6,0,Remained the same,,,,,,,,,,,,,Borehole,,5,,No,Borehole,,Yes
4052,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4052,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,50,No,Borehole,,Yes
4052,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4052,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4052,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4053,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4053,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,14,Yes,Borehole,,Yes
4053,4,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,Yes,Borehole,,Yes
4053,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4053,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4054,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4054,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4054,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4054,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4054,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4055,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4055,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,5,No,Water tanker,,No
4055,4,0,Remained the same,,,,,,,,,,,,,Water tanker,,0,30,Yes,Water tanker,,No
4055,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,1,,No,Water tanker,,No
4055,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,Yes,Pan,,No
4056,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,20,Yes,Borehole,,Yes
4056,3,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,12,No,Water tanker,,No
4056,4,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,20,No,Borehole,,No
4056,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,2,,No,Borehole,,Yes
4056,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Pan,,No
4057,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4057,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,No,Borehole,,Yes
4057,4,0,Remained the same,,,,,,,,,,,,,Dam,,1,,No,Dam,,No
4057,5,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,Yes
4057,6,0,Remained the same,,,,,,,,,,,,,Borehole,,4,,No,Borehole,,Yes
4058,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4058,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,30,No,Borehole,,Yes
4058,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4058,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4058,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
4059,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4059,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,10,No,Borehole,,Yes
4059,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,17,Yes,Borehole,,No
4059,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4059,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4060,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,Yes,Borehole,,Yes
4060,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,5,Yes,Borehole,,Yes
4060,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4060,5,0,Remained the same,,,,,,,,,,,,,Borehole,,4,,No,Borehole,,Yes
4060,6,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,No,Borehole,,Yes
4061,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4062,1,,,,Sticks/Palm/Leaves,,Wood,,2,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,1,Yes,Borehole,,Yes
4062,4,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Protected well,,0,20,Yes,Borehole,,Yes
4062,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4062,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
4063,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4063,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,8,No,Borehole,,Yes
4063,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4063,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4063,6,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,Yes,Borehole,,Yes
4064,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4064,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,No,Borehole,,Yes
4064,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4064,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4064,6,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,Yes,Borehole,,Yes
4065,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4066,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4066,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,No,Borehole,,Yes
4066,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4066,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4066,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4067,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,24,0,Yes,Borehole,,Yes
4068,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4068,3,0,Remained the same,,,,,,,,,,,,,Unprotected spring,,0,2,No,Borehole,,Yes
4068,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4068,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4068,6,0,Remained the same,,,,,,,,,,,,,Borehole,,10,,Yes,Borehole,,Yes
4069,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4069,4,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,Yes,Ventilation improved pit latrine,Borehole,,2,,No,Borehole,,Yes
4069,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4069,6,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4070,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4070,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,10,No,Borehole,,Yes
4070,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,No
4070,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4070,6,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4071,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,45,Yes,Borehole,,Yes
4071,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,No,Borehole,,Yes
4071,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,Yes
4071,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4071,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4072,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4073,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4073,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,12,Yes,Borehole,,Yes
4073,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4073,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4074,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,20,Yes,Borehole,,Yes
4074,3,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,30,No,Rainwater catchment,,Yes
4074,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,15,Yes,Borehole,,Yes
4074,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4074,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4075,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,Yes
4075,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,30,No,Borehole,,Yes
4075,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4075,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,5,Yes,Borehole,,Yes
4075,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,No,Borehole,,Yes
4076,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,25,Yes,Borehole,,Yes
4076,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,40,No,Borehole,,Yes
4076,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4076,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4076,6,0,Remained the same,,,,,,,,,,,,,Borehole,,10,,Yes,Borehole,,Yes
4077,6,0,,Remained the same,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,30,Yes,Borehole,,No
4078,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4078,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,10,No,Water tanker,,No
4078,4,0,Remained the same,,,,,,,,,,,,,Water tanker,,6,,Yes,Water tanker,,Yes
4078,5,0,Remained the same,,,,,,,,,,,,,Pan,,2,,No,Pan,,No
4078,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,Yes,Unprotected well,,Yes
4079,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,Yes,Borehole,,Yes
4079,3,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,10,No,Water tanker,,No
4079,4,0,Remained the same,,,,,,,,,,,,,Borehole,,10,,Yes,Dam,,No
4079,5,0,Remained the same,,,,,,,,,,,,,Pan,,2,,No,Borehole,,Yes
4079,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,12,Yes,Borehole,,Yes
4082,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,,20,Yes,Borehole,,Yes
4082,3,0,improved,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,Yes,Covered pit latrine,Borehole,,0,40,Yes,Borehole,,Yes
4082,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4082,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,35,Yes,Borehole,,Yes
4082,6,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,10,,No,Borehole,,Yes
4083,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Paraffin,,No,,Borehole,,1,,Yes,Borehole,,Yes
4083,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,20,No,Borehole,,Yes
4083,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,12,No,Borehole,,No
4083,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4083,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4084,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,1,,Yes,Borehole,,Yes
4084,3,0,Remained the same,,,,,,,,,,,,,Dam,,1,,No,Borehole,,Yes
4084,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,25,Yes,Borehole,,No
4084,5,0,Remained the same,,,,,,,,,,,,,Water tanker,,0,20,Yes,Borehole,,No
4084,6,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,No,Borehole,,Yes
4086,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,2,,Yes,Borehole,,Yes
4086,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,20,No,Borehole,,Yes
4086,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4086,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4086,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4087,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,,20,Yes,Borehole,,Yes
4087,3,0,improved,,Mud/Dung,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Dam,,2,,No,Borehole,,Yes
4087,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,13,Yes,Borehole,,Yes
4087,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,15,Yes,Borehole,,Yes
4087,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4089,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,,25,Yes,Borehole,,Yes
4089,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4089,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4089,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,25,Yes,Borehole,,Yes
4089,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4090,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,,5,Yes,Borehole,,No
4090,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,No,Borehole,,Yes
4090,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,No
4090,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
4090,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4091,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,,10,Yes,Borehole,,Yes
4091,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,30,No,Borehole,,Yes
4091,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,Yes,Borehole,,Yes
4091,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4091,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4095,2,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,,15,Yes,Borehole,,Yes
4095,3,0,Remained the same,,,,,,,,,,,,,Borehole,,10,,No,Borehole,,Yes
4095,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4095,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4095,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,5,Yes,Borehole,,Yes
4098,6,0,,Remained the same,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Solar,,No,,Borehole,,0,40,Yes,Borehole,,Yes
4103,3,0,Remained the same,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,Yes,Covered pit latrine,Dam,,0,10,No,Borehole,,Yes
